Tic Tac Sol;Loadstar;64;0;0;d64_Tic_Tac_Sol_1997_Loadstar
Tower Poker;Loadstar;64;0;0;d64_Tower_Poker_1996_Loadstar
Gravity 2 (FW);TND Games;64;0;0;Gravity_2_2000_TND_Games_FW
Lunar Lander;Ahoy!;64;0;0;d64_Lunar_Lander_1984_Ahoy-Ion_International
Lobster Attack;Bob Akerberg;64;0;0;Lobster_Attack_19xx_Bob_Akerberg
Europa (PD);Tiger-Crew-Disk;64;0;0;Europa_19xx_Tiger-Crew-Disk_de_PD
Die Magische 100 (PD);Karlheinz Herpel;64;0;0;d64_Magische_100_Die_1985_Karlheinz_Herpel_de_PD
Ice Ball;Markt & Technik;64;0;0;Ice_Ball_1988_Markt_Technik
Life Support;tware;64;0;0;Life_Support_19xx_-
Gioco della Scopa Tre Carte;Gruppo Editoriale Jackson;64;0;0;Gioco_della_Scopa_Tre_Carte_1985_Gruppo_Editoriale_Jackson_it
Mind Mirror (Disk 1 of 2 Side A);Electronic Arts;64;0;0;d64_Mind_Mirror_1986_Electronic_Arts_Disk_1_of_2_Side_A
Sir Lancelot;Xonox;64;0;0;d64_Sir_Lancelot_1984_Xonox
Island!;RUN/IDG Communications;64;0;0;Island_1988_RUN-IDG_Communications
Asylum;Screenplay;64;0;0;Asylum_1985_Screenplay
Maxit;Courbois Software;64;0;0;d64_Maxit_1983_Courbois_Software_nl
Pesky Painter;Antiram;64;0;0;d64_Pesky_Painter_19xx_Antiram
Gift Craze (FW);TND Games;64;0;0;Gift_Craze_2003_TND_Games_FW
Stunt Flyer;Sierra Online;64;0;0;d64_Stunt_Flyer_1984_Sierra_Online
Zeppelin;Synapse Software;64;0;0;d64_Zeppelin_1984_Synapse_Software
Frog Fanny;Loadstar;64;0;0;Frog_Fanny_1995_Loadstar
Fresh Kicker;Tiger-Crew-Disk;64;0;0;Fresh_Kicker_1996_Tiger-Crew-Disk
Josh Game [h TRSI+Armageddon];tware;64;0;0;Josh_Game_1992_-_h_TRSIArmageddon
Roadwar 2000 v1.2 (Side A);SSI;64;0;0;d64_Roadwar_2000_v1.2_1986_SSI_Side_A
Kolo Fortuny II v.0.1;tware;64;0;0;Kolo_Fortuny_II_v.0.1_19xx_-
Der Goldene Drachen;tware;64;0;0;Goldene_Drachen_Der_19xx_-_de
Gold Swappers;tware;64;0;0;Gold_Swappers_19xx_-
Invadagame;tware;64;0;0;Invadagame_19xx_-
Lane Mastadon vs. the Bubblermen (Side A);Infocom;64;0;0;Lane_Mastadon_vs._the_Bubblermen_1988_Infocom_Side_A
The Larc-1 Mission;Ahoy!;64;0;0;Larc-Mission_The_1986_Ahoy-Ion_International
Hit Ball;Input 64;64;0;0;Hit_Ball_1987_Input_64
Galaxy Conflict;Martech Games;64;0;0;Galaxy_Conflict_1982_Martech_Games
Microfilm;Mike s;64;0;0;d64_Microfilm_19xx_Mike_Davis
Frogger 4;tware;64;0;0;Frogger_4_19xx_-_de
Froggy 64: Ivasive Action;Cascade Games;64;0;0;Froggy_64_Ivasive_Action_1984_Cascade_Games
Black Gold;Starbyte Software;64;0;0;Black_Gold_1992_Starbyte_Software_de
Memory Building Blocks;Sunburst;63;0;0;d64_Memory_Building_Blocks_1986_Sunburst
Saturn 3;PK Software;63;0;0;d64_Saturn_3_1985_PK_Software_nl
Tanker Rescue;Cascade Games;63;0;0;d64_Tanker_Rescue_1984_Cascade_Games
Launch;tware;63;0;0;Launch_19xx_-
Master Head (1992)(Sonix)(en pl);tware;63;0;0;d64_Master_Head_1992_Sonix_en-pl
Sinister;Super Game 2000;63;0;0;d64_Sinister_1989_Edicola-Super_Game_2000_it
Yahtzee v1;tware;63;0;0;d64_Yahtzee_v1_19xx_-
Zzzz (PD);Binary Zone;63;0;0;d64_Zzzz_1994_Binary_Zone_PD
Ghoul Dogs;Compute!;63;0;0;Ghoul_Dogs_1994_Compute
Beastiality (1991)(Dominators);tware;63;0;0;Beastiality_1991_Dominators
Gorilla Panic;BB Software;63;0;0;Gorilla_Panic_1994_BB_Software
Yartzee;Ron Roberts;63;0;0;d64_Yartzee_1984_Ron_Roberts
adidas Championship Tie Break;Starbyte Software;63;0;0;d64_adidas_Championship_Tie_Break_1990_Starbyte_Software
Magyk (FW)[h ONS];TND Games;63;0;0;d64_Magyk_2000_TND_Games_FW_h_ONS
Ringside Boxing;Compute!;63;0;0;d64_Ringside_Boxing_1987_Compute
Wizard Tag II: The Sequel;Ahoy!;63;0;0;d64_Wizard_Tag_II_The_Sequel_1987_Ahoy-Ion_International
Twin Terrors v2 [h O+H];CP Verlag;63;0;0;d64_Twin_Terrors_v2_P_19xx_CP_Verlag_h_OH
Mad Lib;Pat Tubbs & Earl Evans;63;0;0;d64_Mad_Lib_1983_Pat_Tubbs_Earl_Evans
Meteor Poks;Tomi Malinen;63;0;0;d64_Meteor_Poks_19xx_Tomi_Malinen
Police Academy 2;Methodic Solutions;63;0;0;d64_Police_Academy_2_1987_Methodic_Solutions
The Puzzle Page #166;Loadstar;63;0;0;d64_Puzzle_Page_166_The_1998_Loadstar
Sagor Der Eroberer (Disk 1 of 2 Side A);Markt & Technik;63;0;0;d64_Sagor_Der_Eroberer_1985_Markt_Technik_Disk_1_of_2_Side_A
Secret of the Silver Blades v1.0 (Disk 1 of 4 Side A);SSI;63;0;0;d64_Secret_of_the_Silver_Blades_v1.0_1990_SSI_Disk_1_of_4_Side_A
Shamus Case 2 [h ASS];Synapse Software;63;0;0;d64_Shamus_Case_2_1984_Synapse_Software_h_ASS
Stars and Rings [h RR];Eagleware International;63;0;0;d64_Stars_and_Rings_1993_Eagleware_International_h_RR
Street Slaughter (PD);Binary Zone;63;0;0;d64_Street_Slaughter_1993_Binary_Zone_PD
Zonal Patrol;K'Soft;63;0;0;d64_Zonal_Patrol_1986_KSoft
Laser Strike [h SCI 666];Isis Hathor Digital Productions;63;0;0;Laser_Strike_1983_Isis_Hathor_Digital_Productions_h_SCI_666
King Tut's Tomb Adventure;The Guild Adventure Software;63;0;0;King_Tuts_Tomb_Adventure_19xx_The_Guild_Adventure_Software
Gladiator;The Guild Adventure Software;63;0;0;Gladiator_19xx_The_Guild_Adventure_Software
Lifeboat;River Software;63;0;0;Lifeboat_1988_River_Software
Leap Frog;RUN/IDG Communications;63;0;0;Leap_Frog_1992_RUN-IDG_Communications
Frogman;Mr. Computer Products;63;0;0;Frogman_1983_Mr._Computer_Products
Fronton;GTS;63;0;0;Fronton_1985_GTS_es
Flexi-Lotto;Interface Publications;63;0;0;Flexi-Lotto_1984_Interface_Publications
Flashe;Damian McComb;63;0;0;Flashe_19xx_Damian_McComb_de
Everest;Osbourne;63;0;0;Everest_1984_Osbourne
Gems;Loadstar;63;0;0;Gems_1996_Loadstar
Metal Ball;Input 64;63;0;0;d64_Metal_Ball_1987_Input_64_de
Puzzler;Compute!;63;0;0;d64_Puzzler_1985_Compute
Rollaround;Mastertronic;63;0;0;d64_Rollaround_1987_Mastertronic
Waffles;Markt & Technik;63;0;0;d64_Waffles_1988_Markt_Technik_de
Ship of the Line;Richard Shepherd Software;63;0;0;d64_Ship_of_the_Line_1984_Richard_Shepherd_Software
Star Rank Boxing II;Gamestar;63;0;0;d64_Star_Rank_Boxing_II_1987_Gamestar
Worm Xing;Commodore Magazine;63;0;0;d64_Worm_Xing_1987_Commodore_Magazine
Wraparound;RUN/IDG Communications;63;0;0;d64_Wraparound_1989_RUN-IDG_Communications
Grand Hazard;Loadstar;63;0;0;Grand_Hazard_1996_Loadstar
Kiosque de Limonade;tware;63;0;0;Kiosque_de_Limonade_19xx_-_fr
Look Both Ways (PD);Binary Zone;63;0;0;Look_Both_Ways_19xx_Binary_Zone_PD
Escalera;Macft;63;0;0;Escalera_1986_Macft_it
Freak Attack;Compute!;63;0;0;Freak_Attack_1989_Compute
Filetto;Gruppo Editoriale Jackson;63;0;0;Filetto_1984_Gruppo_Editoriale_Jackson_it
Fast Life;PowerPlay Magazine;63;0;0;Fast_Life_1986_PowerPlay_Magazine
Energy Field;Pan Books;63;0;0;Energy_Field_1983_Pan_Books
Enemy Waters;ALA;63;0;0;Enemy_Waters_1983_ALA
Gameboy Tetris (PD)[h Lethargy];Binary Zone;63;0;0;Gameboy_Tetris_1992_Binary_Zone_PD_h_Lethargy
Fur Trader;Hal Gritzmacher;63;0;0;Fur_Trader_19xx_Hal_Gritzmacher
Fishing;CES;63;0;0;Fishing_1983_CES
Inferno;Cascade Games;63;0;0;Inferno_1984_Cascade_Games
Lexitron;Compute!;63;0;0;Lexitron_1986_Compute
Link 'Em;Compute!;63;0;0;Link_Em_1994_Compute
Gettysburg Dice;Interface Publications;63;0;0;Gettysburg_Dice_1984_Interface_Publications
Got ID (Side A);Marc Valhara;63;0;0;Got_ID_2000_Marc_Valhara_Side_A
Heli Drop [h FS+RAD];Top Ten Software;63;0;0;Heli_Drop_1987_Top_Ten_Software_h_FSRAD
Helsingfors;tware;63;0;0;Helsingfors_2001_-
Hi Bouncer;Mirrorsoft;63;0;0;Hi_Bouncer_1984_Mirrorsoft
Hi-Lo;Ving's Soft;63;0;0;Hi-Lo_1986_Vings_Soft
Hot Shot;Olz;63;0;0;Hot_Shot_19xx_Olz
Grue Stew;tware;63;0;0;Grue_Stew_198x_-_de
Golf 64 Style;Interface Publications;63;0;0;Golf_64_Style_1983_Interface_Publications
Marsfighter;Commodore Disc;63;0;0;d64_Marsfighter_1991_Commodore_Disc
Stop the Express [h ASS];Commodore;63;0;0;d64_Stop_the_Express_1984_Commodore_h_ASS
Tanc;Melbourne House;63;0;0;d64_Tanc_1984_Melbourne_House
Time Thief;Big Sky Software;63;0;0;d64_Time_Thief_1988_Big_Sky_Software
Transaction;Frank Gasking;63;0;0;d64_Transaction_1999_Frank_Gasking
World Conquest;Howard Campbell;63;0;0;d64_World_Conquest_19xx_Howard_Campbell
Luna Landa (PD);Binary Zone;63;0;0;d64_Luna_Landa_1993_Binary_Zone_PD
Master Digger;Mulft;63;0;0;d64_Master_Digger_1986_Mulft
Maximal [h ASS];Input 64;63;0;0;d64_Maximal_1986_Input_64_de_h_ASS
Memologie;CP Verlag;63;0;0;d64_Memologie_1995_CP_Verlag
Mine Sweeper;T'Pau Production;63;0;0;d64_Mine_Sweeper_1992_TPau_Production
Stamp Challenge;Loadstar;63;0;0;d64_Stamp_Challenge_1997_Loadstar
Superbike;Loadstar;63;0;0;d64_Superbike_1990_Loadstar
Xerons;Andrew Trott;63;0;0;d64_Xerons_1984_Andrew_Trott
Xlink v2.1;Angels;63;0;0;d64_Xlink_v2.1_19xx_Angels
Jet Strike Mission;The Power House;63;0;0;Jet_Strike_Mission_1986_The_Power_House
3D Pool [h INC+HTL];Firebird;63;0;0;3D_Pool_1989_Firebird_h_INCHTL
Paper-Scissors-Stone;Tab Books;63;0;0;d64_Paper-Scissors-Stone_1985_Tab_Books
POW Adventure;The Guild Adventure Software;63;0;0;d64_POW_Adventure_19xx_The_Guild_Adventure_Software
Spike's Peak [h ASS];HesWare;63;0;0;d64_Spikes_Peak_1984_HesWare_h_ASS
Gobbler's Revenge;Loadstar;63;0;0;Gobblers_Revenge_1987_Loadstar
Martian Invation;tware;63;0;0;d64_Martian_Invation_19xx_-
Space Bomber;Keypunch Software;63;0;0;d64_Space_Bomber_19xx_Keypunch_Software
The Witches Cat;Calvin Overhulser;63;0;0;d64_Witches_Cat_The_19xx_Calvin_Overhulser
99 Luftballons;Mario Walther;63;0;0;99_Luftballons_1985_Mario_Walther
Happy Gardening;Markt & Technik;63;0;0;Happy_Gardening_1988_Markt_Technik
Hassle Castle;Commodore;63;0;0;Hassle_Castle_19xx_Commodore
Five a Side Footy [h M8];Silverbird;63;0;0;Five_a_Side_Footy_1988_Silverbird_h_M8
Escape;Bantam Software;63;0;0;notfound.png
Freecell;J. Braun;63;0;0;Freecell_2005_Braun_J.
Four-Sight;tware;63;0;0;Four-Sight_19xx_-
Little Blue;Markt & Technik;63;0;0;Little_Blue_1985_Markt_Technik
Lemon Blues;CP Verlag;63;0;0;Lemon_Blues_1994_CP_Verlag
Law Enforcer;Number 5;63;0;0;Law_Enforcer_1997_Number_5
Gypsum Cave;LA Enterprises;63;0;0;Gypsum_Cave_1983_LA_Enterprises
Helicopter Fighter;Mark Hudson;63;0;0;Helicopter_Fighter_19xx_Mark_Hudson
High Gear;Nathan Butcher;63;0;0;High_Gear_19xx_Nathan_Butcher_Created_with_GKG
Leben;RUN/CW-Publikationen;63;0;0;Leben_1987_RUN-CW-Publikationen_de
Liberte;ESP Software;63;0;0;Liberte_1985_ESP_Software
Long Lance;Simulations Canada;63;0;0;Long_Lance_1987_Simulations_Canada
Labyrinth Adventure;Compute!;63;0;0;Labyrinth_Adventure_1991_Compute
Hustler Minnesota Fat's Pool Challenger;Bubble Bus Software;63;0;0;Hustler_Minnesota_Fats_Pool_Challenger_19xx_Bubble_Bus_Software
Josh End;tware;63;0;0;Josh_End_1992_-
Joker;Odysseus;63;0;0;Joker_1995_Odysseus_de
Grid Run;RUN/IDG Communications;63;0;0;Grid_Run_1990_RUN-IDG_Communications
X-Mos;Oyvind Harboe;63;0;0;d64_X-Mos_19xx_Oyvind_Harboe
Golden Star 2 The Time Traveller Remake;The Skull;63;0;0;Golden_Star_2_The_Time_Traveller_Remake_2000_The_Skull
Adventureland (Side A);Adventure International;63;0;0;Adventureland_19xx_Infocom_Side_A
Grandprix;C.R. Wright;63;0;0;Grandprix_1983_C.R._Wright
Kaiv;Screenplay;63;0;0;Kaiv_1983_Screenplay
Lawn Tennis [h Hell Gang];Mastertronic;63;0;0;Lawn_Tennis_1988_Mastertronic_h_Hell_Gang
Lazer Maze;Avant-Garde Publishing;63;0;0;Lazer_Maze_1983_Avant-Garde_Publishing
Krieg der Sterne (19xx)(Mad Rommel & Max)(de)(PD);tware;63;0;0;Krieg_der_Sterne_19xx_Mad_Rommel_Max_de_PD
Lachmann;Commodore Disc;63;0;0;Lachmann_1988_Commodore_Disc
Laserwheel [h Triad];Mastertronic;63;0;0;Laserwheel_1987_Mastertronic_h_Triad
Hex Number Puzzle;Chris Metcalf;63;0;0;Hex_Number_Puzzle_1983_Chris_Metcalf
Hit the Bricks;Frank Beister;63;0;0;Hit_the_Bricks_1983_Frank_Beister
Flight 64;Fantasy Computerware;63;0;0;Flight_64_1982_Fantasy_Computerware
Football;CES;63;0;0;Football_1983_CES
The Galactic Zone;Martin Hollyer;63;0;0;Galactic_Zone_The_1985_Martin_Hollyer
Frankenstein's Legacy;Free Spirit Software;63;0;0;Frankensteins_Legacy_1988_Free_Spirit_Software
Engineer Humpty;Artic Computing;63;0;0;Engineer_Humpty_1984_Artic_Computing
Escape from the Dungeons of the Gods;The Guild Adventure Software;63;0;0;Escape_from_the_Dungeons_of_the_Gods_19xx_The_Guild_Adventure_Software
Escape from Stank (FW);TND Games;63;0;0;Escape_from_Stank_2003_TND_Games_FW
Fireflies;Loadstar;63;0;0;Fireflies_1984_Loadstar
Familiada;Biuro Informatyczno Wydawnicze;63;0;0;Familiada_19xx_Biuro_Informatyczno_Wydawnicze
Fortress-Fives;Loadstar;62;0;0;Fortress-Fives_1999_Loadstar
Forbidden Crypt;Compute!;62;0;0;Forbidden_Crypt_1985_Compute
Kickout;Markt & Technik;62;0;0;Kickout_1991_Markt_Technik
Metal Warrior 2 v1.2 (PD);Electric Harem;62;0;0;d64_Metal_Warrior_2_v1.2_1999_Electric_Harem_PD
Poet: Ein Lyrik-Generator;Mulft;62;0;0;d64_Poet_Ein_Lyrik-Generator_1985_Mulft_de
Whirlinurd [h ASS];Chris Gray Enterprises;62;0;0;d64_Whirlinurd_1985_Chris_Gray_Enterprises_h_ASS
World Champions;E&J Software;62;0;0;d64_World_Champions_1988_EJ_Software
Invader Shoot;Courbois Software;62;0;0;Invader_Shoot_19xx_Courbois_Software_nl
Laser Storm II [h F4CG];Loadstar;62;0;0;Laser_Storm_II_1999_Loadstar_h_F4CG
Limes and Napoleon;Andreas Mettler;62;0;0;Limes_and_Napoleon_1989_Andreas_Mettler
The Lands of Havoc;Microdeal;62;0;0;Lands_of_Havoc_The_19xx_Microdeal
Underworld;Oft;62;0;0;d64_Underworld_1983_Oft
Anti;tware;62;0;0;Anti_19xx_-
Hopto;Mastertronic;62;0;0;Hopto_1985_Mastertronic
Hyper;Arts of Darkness;62;0;0;Hyper_2003_Arts_of_Darkness
Grand National;Wicked Software;62;0;0;Grand_National_1987_Wicked_Software
Fungus [b2];Players;62;0;0;Fungus_1986_Players_b2
Volleyball;Mastertronic;62;0;0;d64_Volleyball_1987_Mastertronic
Yahtzcom;tware;62;0;0;d64_Yahtzcom_19xx_-
Mission (Side A);Markt & Technik;62;0;0;d64_Mission_1989_Markt_Technik_de_Side_A
Show Jumping;CRL;62;0;0;d64_Show_Jumping_1984_CRL
Snake-Pit;Postern;62;0;0;d64_Snake-Pit_1982_Postern
Space Dodge;tware;62;0;0;d64_Space_Dodge_19xx_-
Spermer the Game;2000 A.D.;62;0;0;d64_Spermer_the_Game_19xx_2000_A.D.
Spider [h ASS];Input 64;62;0;0;d64_Spider_1987_Input_64_h_ASS
Super Cubert;S+S Soft;62;0;0;d64_Super_Cubert_1984_SS_Soft
Super Cross;Systems Editoriale;62;0;0;d64_Super_Cross_1986_Systems_Editoriale
Swordmaster II;Steven & Bud Gruver;62;0;0;d64_Swordmaster_II_1987_Steven_Bud_Gruver
Touchdown;tware;62;0;0;d64_Touchdown_19xx_-
Tracker;Compute!;62;0;0;d64_Tracker_1985_Compute
Virus 64;Compute!;62;0;0;d64_Virus_64_1991_Compute
Tut's Pyramid;Loadstar;62;0;0;d64_Tuts_Pyramid_1997_Loadstar
Petman;Steven C. Darnold;62;0;0;d64_Petman_1984_Steven_C._Darnold
Pivot Point;Commodore Magazine;62;0;0;d64_Pivot_Point_1988_Commodore_Magazine
Power-Punch;RUN/IDG Communications;62;0;0;d64_Power-Punch_1990_RUN-IDG_Communications
Pro Tennis Tour [h ASS];Ubi Soft;62;0;0;d64_Pro_Tennis_Tour_1989_Ubi_Soft_h_ASS
Push;Wicked Software;62;0;0;d64_Push_1987_Wicked_Software
Pub Fighter (PD);Binary Zone;62;0;0;d64_Pub_Fighter_1999_Binary_Zone_PD
Quedex;Thalamus;62;0;0;d64_Quedex_1987_Thalamus
Recol;Tpug Magazine;62;0;0;d64_Recol_1983_Tpug_Magazine
The Realm;Loadstar;62;0;0;d64_Realm_The_1997_Loadstar
Rocket Launch;Cascade Games;62;0;0;d64_Rocket_Launch_1984_Cascade_Games
Sharkz 2 (FW);TND Games;62;0;0;d64_Sharkz_2_2003_TND_Games_FW
Total Destruction (PD);Binary Zone;62;0;0;d64_Total_Destruction_1997_Binary_Zone_PD
World Flipper;tware;62;0;0;d64_World_Flipper_1987_-
Gobang;Radarsoft;62;0;0;Gobang_1984_Radarsoft
Hate Thunder!!! [h Level 11];tware;62;0;0;Hate_Thunder_19xx_-_h_Level_11
Global Chess;Loadstar;62;0;0;Global_Chess_1994_Loadstar
Hoppin' Mad;Elite;62;0;0;Hoppin_Mad_1988_Elite
Keops;Sakati;62;0;0;Keops_1984_Sakati
Kill the X;The Skull;62;0;0;Kill_the_X_19xx_The_Skull
Just Imagine (Side A);Commodore;62;0;0;Just_Imagine_1983_Commodore_Side_A
Invaderz;Sado Masochism Software;62;0;0;Invaderz_2001_Sado_Masochism_Software
Jungle Bunny;tware;62;0;0;Jungle_Bunny_19xx_-
Goldshaft Deluxe;mombasajoe.de;62;0;0;Goldshaft_Deluxe_2008_mombasajoe.de
Gladiator;Keypunch Software;62;0;0;Gladiator_1986_Keypunch_Software
Grand Prix Master [h Action];Dinamic Software;62;0;0;Grand_Prix_Master_1989_Dinamic_Software_h_Action
Happy Hurdler;tware;62;0;0;Happy_Hurdler_19xx_-
Limonadenstand;tware;62;0;0;Limonadenstand_19xx_-_de
Kamel (FI);tware;62;0;0;Kamel_19xx_-_FI
Galactic Meteors;Holger Gehrmann;62;0;0;Galactic_Meteors_1983_Holger_Gehrmann
The Game of Harmony;Accolade;62;0;0;Game_of_Harmony_The_1990_Accolade
Flash Flood;Ahoy!;62;0;0;Flash_Flood_1987_Ahoy-Ion_International
Fightmaster;MikroBitti;62;0;0;Fightmaster_1988_MikroBitti_su
Fortress;Commodore Disc;62;0;0;Fortress_1989_Commodore_Disc
Flight Control;E. Harbers Software;62;0;0;Flight_Control_1984_E._Harbers_Software
Power Poker;Compute!;62;0;0;d64_Power_Poker_1985_Compute
Syncro II;Jeff Minter;62;0;0;d64_Syncro_II_19xx_Jeff_Minter
Escape [h ASS];Bantam Software;62;0;0;notfound.png
Castle of Terror;Melbourne House;62;0;0;Castle_of_Terror_1985_Melbourne_House
Defender;Computer Kontakt;62;0;0;Defender_1985_Computer_Kontakt_de
Tank Defender;tware;62;0;0;d64_Tank_Defender_19xx_-
Memult;Markt & Technik;62;0;0;d64_Memult_1992_Markt_Technik_de
Minidium;Jukka Tapanimaki;62;0;0;d64_Minidium_1986_Jukka_Tapanimaki
Mining;Markt & Technik;62;0;0;d64_Mining_1989_Markt_Technik
Minz;tware;62;0;0;d64_Minz_19xx_-
Pipes;Creative Software;62;0;0;d64_Pipes_1983_Creative_Software
Punch and Judy;Alternative Software;62;0;0;d64_Punch_and_Judy_1989_Alternative_Software
Return to Castle Dracula;tware;62;0;0;d64_Return_to_Castle_Dracula_19xx_-
Space Gallery;Compute!;62;0;0;d64_Space_Gallery_1985_Compute
Stranded;English Software;62;0;0;d64_Stranded_1984_English_Software
Super Smash;Commodore;62;0;0;d64_Super_Smash_1983_Commodore
Xenodron;CP Verlag;62;0;0;d64_Xenodron_1988_CP_Verlag
Santa Paa and Fiumaccio;Folklife Terminal Club;62;0;0;d64_Santa_Paravia_and_Fiumaccio_1990_Folklife_Terminal_Club
The Slippery;tware;62;0;0;d64_Slippery_The_1991_-
Grave Robbers;Bruce Rson;62;0;0;Grave_Robbers_1982_Bruce_Robinson
Hawaii;Dan Lewis;62;0;0;Hawaii_1987_Dan_Lewis
Grandfathers Clock;tware;62;0;0;Grandfathers_Clock_19xx_-
Greenhouse;Commodore;62;0;0;Greenhouse_1982_Commodore
Joker Flipper;Joker Software;62;0;0;Joker_Flipper_19xx_Joker_Software_Created_with_PCS
Jumbo Jet Lander;Courbois Software;62;0;0;Jumbo_Jet_Lander_1980_Courbois_Software
Jouste;IJK Software;62;0;0;Jouste_1984_IJK_Software
Jelly Maze;Melbourne House;62;0;0;Jelly_Maze_1983_Melbourne_House
Jericho 2 The Revenge;Compute!;62;0;0;Jericho_2_The_Revenge_1989_Compute
Hassle Castle;RUN/CW Communications;62;0;0;Hassle_Castle_1985_RUN-CW_Communications
Laser Gunner;Compute!;62;0;0;Laser_Gunner_1983_Compute
Ilpo-Sedan Seikkailut Osa 6-46 (FI);Jukka Sakki;62;0;0;Ilpo-Sedan_Seikkailut_Osa_6-46_19xx_Jukka_Sakki_FI
Icecave;D.H.;62;0;0;Icecave_2001_D.H.
High Rise;Compute!;62;0;0;High_Rise_1986_Compute
Jasg;CP Verlag;62;0;0;Jasg_1990_CP_Verlag
Golden Star 3: Zaglar's Revenge;The Skull;62;0;0;Golden_Star_3_Zaglars_Revenge_19xx_The_Skull
Golf at the Tower;Loadstar;62;0;0;Golf_at_the_Tower_1992_Loadstar
Little Computer People [a136];Activision;62;0;0;Little_Computer_People_1985_Activision_a136
Fruit Machine;Melbourne House;62;0;0;Fruit_Machine_1983_Melbourne_House
Eniaxx;Randy Lyons;62;0;0;Eniaxx_19xx_Randy_Lyons
Gateway to Aphsai;Epyx;62;0;0;Gateway_to_Aphsai_1983_Epyx
Escape from Pulsar 7;Channel 8 Software;62;0;0;Escape_from_Pulsar_7_1982_Channel_8_Software
Freddy's Puzzling Adventures;DLM;62;0;0;Freddys_Puzzling_Adventures_1984_DLM
Froggy Goes Splatt! (FW);TND Games;62;0;0;Froggy_Goes_Splatt_2003_TND_Games_FW
Final Trial;Interface Publications;62;0;0;Final_Trial_1984_Interface_Publications
Fire Ant;Mogul Communications;62;0;0;Fire_Ant_1983_Mogul_Communications
Mad Nurse;Firebird;62;0;0;d64_Mad_Nurse_1985_Firebird
Donkey Dong;Gods;62;0;0;Donkey_Dong_19xx_Gods
Eskimo Eddie [h ASS];Ocean;62;0;0;Eskimo_Eddie_1984_Ocean_h_ASS
Gameboy Tetris (PD)[h Horizon];Binary Zone;62;0;0;Gameboy_Tetris_1992_Binary_Zone_PD_h_Horizon
Frieda Ma Arens;B-Soft PD;62;0;0;Frieda_Ma_Arens_1996_B-Soft_PD_de
FDR's Favorite;Loadstar;62;0;0;FDRs_Favorite_1997_Loadstar
Flying Balls;MCG & Bombjack;62;0;0;Flying_Balls_19xx_MCG_Bombjack
Flykten (Disk 1 of 2);Milbus;62;0;0;Flykten_1987_Milbus_sv_Disk_1_of_2
Fuckgames;SCC;62;0;0;Fuckgames_19xx_SCC
Funny Game;Super Game 2000;62;0;0;Funny_Game_1989_Edicola-Super_Game_2000_it
Hobbit;Bohdan R. Rau;62;1;0;Hobbit_19xx_Bohdan_R._Rau_pl
Jambalaya;tware;62;0;0;Jambalaya_19xx_-
Jackpot;tware;62;0;0;Jackpot_19xx_-
Jet Flight;Cascade Games;62;0;0;Jet_Flight_1984_Cascade_Games
Jewel Thief;tware;62;0;0;Jewel_Thief_19xx_-
Join Four;Commodore Magazine;62;0;0;Join_Four_1987_Commodore_Magazine
I'm Innocent;Damian Steele;62;0;0;Im_Innocent_1994_Damian_Steele
Gomoku;RUN/CW-Publikationen;62;0;0;Gomoku_19xx_RUN-CW-Publikationen_de
Heli-Command;tware;62;0;0;Heli-Command_19xx_-
Hi Ska Do;CP Verlag;62;0;0;Hi_Ska_Do_1991_CP_Verlag
Hoehle;Gerd Kautzmann & Tom Nieminen;62;0;0;Hoehle_19xx_Gerd_Kautzmann_Tom_Nieminen
Hoverjet;Compute!;62;0;0;Hoverjet_1991_Compute
El Hover Bovver Jardinero [h Load 'n' Run];Llamasoft;62;0;0;Hover_Bovver_Jardinero_El_1983_Llamasoft_es_h_Load_n_Run
Hamurabi von Babylon;tware;62;0;0;Hamurabi_von_Babylon_19xx_-_de
Head On;Ruediger Haar Kirchhain;62;0;0;Head_On_1983_Ruediger_Haar_Kirchhain
Paratroopers [h REM];Rabbit Software;62;0;0;d64_Paratroopers_1983_Rabbit_Software_h_REM
Punch;PowerPlay Magazine;62;0;0;d64_Punch_1986_PowerPlay_Magazine
Ultra-Sprint [h HTL];Input 64;62;0;0;d64_Ultra-Sprint_1988_Input_64_h_HTL
Vagan Attack;Atlantis Software;62;0;0;d64_Vagan_Attack_1985_Atlantis_Software
Vagan Attack [h ASS];Atlantis Software;62;0;0;d64_Vagan_Attack_1985_Atlantis_Software_h_ASS
Video Craps;Loadstar;62;0;0;d64_Video_Craps_1988_Loadstar
Warlock's Quest;Infogrames;62;0;0;d64_Warlocks_Quest_1988_Infogrames
Zellion [h Laser];Eike Kiltz;62;0;0;d64_Zellion_1991_Eike_Kiltz_h_Laser
Zeppelin Rescue [h Seans];Intercept Software;62;0;0;d64_Zeppelin_Rescue_1982_Intercept_Software_h_Seans
Stellar Patrol;tware;62;0;0;d64_Stellar_Patrol_19xx_-
Tank Combat;Michael Sullivan;62;0;0;d64_Tank_Combat_19xx_Michael_Sullivan
Tiger Spiele 1;Tiger;62;0;0;d64_Tiger_Spiele_1_19xx_Tiger
Time Race;Input 64;62;0;0;d64_Time_Race_1987_Input_64
Time Runner;Funsoft;62;0;0;d64_Time_Runner_1983_Funsoft
Toad Away;Loadstar;62;0;0;d64_Toad_Away_1998_Loadstar
Toggle;Markt & Technik;62;0;0;d64_Toggle_1993_Markt_Technik
